tweets,cleaned tweets,
" Insanity! #ouch #getfit place <tweepy.models.Place object at 0x01E337D0> coordinates {u'type': u'Point', u'coordinates': [-93.56264916, 36.32681163]}","insanity,#ouch,#getfit,type",can'tsay
 Innovating with #Cloud and Big Data in Healthcare and Life Sciences via @IntelHealthIT http://t.co/3GovbJVJEg #HealthIT,"innovating,#cloud,data,healthcare,life,sciences,via,#healthit",can'tsay
" InnovAge: Speech Therapist (3551 North Chambers Road, #Aurora , CO) http://t.co/9ZHkGMx7zo #Healthcare #Job #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x01F33750> coordinates {u'type': u'Point', u'coordinates': [-104.8100139, 39.7667064]}","innovage,speech,therapist,north,chambers,road,#aurora,#healthcare,#job,#jobs,#tweetmyjobs,type",can'tsay
 In-line skating while getting hours for school #success #getfit,"line,skating,getting,hours,school,#success,#getfit",can'tsay
 Inhalers Link to Cardiac Events in #COPD. #pulmonology #cardiology .@UCSF http://t.co/JkbDILuvNn,"inhalers,link,cardiac,events,#copd,#pulmonology,#cardiology",can'tsay
 Informed Consent as it Relates to Reporting Genomic Results to Patients http://t.co/jYODEKq98c #HIT #HealthIT,"informed,consent,relates,reporting,genomic,results,patients,#hit,#healthit",can'tsay
 Infographic: The Business of #Healthcare http://t.co/kTAIjaTzw8,"infographic,business,#healthcare",can'tsay
 Infographic from @HealthDecide about #HealthApps and mobile solutions. Better communication and data access is key http://t.co/7wkB3g0Rz0,"infographic,#healthapps,mobile,solutions,communication,data,access,key",can'tsay
 Infinity to Present at Deutsche Bank's 38th Annual Health Care Conference http://t.co/rt6dAVfb9H #biotech,"infinity,deutsche,bank,annual,health,care,conference,#biotech",can'tsay
 Infinity to Present at Deutsche Bank's 38th Annual Health Care Conference http://t.co/oWEiqqSBZY #biotech,"infinity,deutsche,bank,annual,health,care,conference,#biotech",can'tsay
 infected disease PPT Slides - http://t.co/ZBTTRdVH6S  #powerpoint #slide #infected #disease,"infected,disease,ppt,slides,#powerpoint,#slide,#infected,#disease",can'tsay
 Industry to FDA: Give us Flexibility on Proposed Device Labeling Standards http://t.co/62crliERuF #fda #meddevice,"industry,fda,flexibility,proposed,device,labeling,standards,#fda,#meddevice",can'tsay
" Industry slams device recall guidance, highlighting perceived flaws http://t.co/DhRnDbd6Sx (@RAPSorg @AlecGaffney) #medtech #FDA","industry,slams,device,recall,guidance,highlighting,perceived,flaws,#medtech,#fda",can'tsay
" Industry Slams #FDA #MedicalDevice Recall Guidance, Highlighting Perceived Flaws - #Regulatory Focus http://t.co/B545xTIe3q","industry,slams,#fda,#medicaldevice,recall,guidance,highlighting,perceived,flaws,#regulatory,focus",can'tsay
 Incyte Corporation CEO Presents at UBS Global Healthcare Conference (Transcript) http://t.co/ntzr8LqaB1 #biotech,"incyte,corporation,ceo,ubs,global,healthcare,conference,transcript,#biotech",can'tsay
 Incyte Corporation CEO Presents at UBS Global Healthcare Conference (Transcript) http://t.co/elti17UXJE #biotech,"incyte,corporation,ceo,ubs,global,healthcare,conference,transcript,#biotech",can'tsay
 Incredibly simple! Upgrading the firmware on my #fitbit over Bluetooth using the companion app! Wow! http://t.co/c1g1hYZAKZ,"incredibly,simple,upgrading,firmware,#fitbit,bluetooth,using,companion,app,wow",can'tsay
 In the lions den...#dentist,"lions,den,#dentist",can'tsay
 In London this Thursday - agenda still has some white spots. Who wants to meet up? #cxm #hippo #cms,"london,thursday,agenda,white,spots,meet,#cxm,#hippo,#cms",can'tsay
" In honor of #Tinnitus Awareness Week, @DODHCE wants to test your tinnitus knowledge! Check it out http://t.co/fxWdN59STG #BHSM #hearing","honor,#tinnitus,awareness,week,test,tinnitus,knowledge,check,#bhsm,#hearing",can'tsay
 In defending the #Honduras coup plotters @hrclinton is defending people who deny #women emergency #contraception. http://t.co/RMvWGmj1Ku,"defending,#honduras,coup,plotters,defending,people,deny,#women,emergency,#contraception",can'tsay
" In CA? Save Safe Routes to School! Call the Governor by Monday, May 20 http://t.co/HJk44sUXye #SRTS #kidshealth #builtenviro","ca,save,safe,routes,school,call,governor,monday,#srts,#kidshealth,#builtenviro",can'tsay
" in #SYN326 with @dbrinkmann and @KFingerlos.  Been looking forward to this one all week!  In the words of @DustinSegura, #HEALTHCARE!","#syn326,looking,forward,week,words,#healthcare",can'tsay
" In #SouthAfrica, #Cannabis is considered invigorating, #disease preventing, &amp; #life prolonging. http://t.co/OWjdxcQOEK","#southafrica,#cannabis,considered,invigorating,#disease,preventing,#life,prolonging",can'tsay
" In #CA, more than half of home #healthcare workers are foreign born, says @USCPolitics's Dowell Myers #CIR #immigration","#ca,half,home,#healthcare,workers,foreign,born,dowell,myers,#cir,#immigration",can'tsay
 IMS continues #cloud deal blitz with #360Vantage buy http://t.co/DUrVbSvk9i via @FierceBiotechIT #CRM #lifesciences #healthcare #CLM,"ims,continues,#cloud,deal,blitz,#360vantage,buy,via,#crm,#lifesciences,#healthcare,#clm",can'tsay
 Improve health outcomes and reduce costs with @wwesterfield during the Tech Showcase #SASgov #HealthAnalytics #HealthIT,"improve,health,outcomes,reduce,costs,tech,showcase,#sasgov,#healthanalytics,#healthit",can'tsay
 Improper labeling causes decline in patient safety. Get a quality solution #Hospitals http://t.co/YjbpP3Y4bh,"improper,labeling,causes,decline,patient,safety,quality,solution,#hospitals",can'tsay
 Improper labeling causes decline in patient safety. Get a quality solution #Hospitals http://t.co/mzpvaVffB8,"improper,labeling,causes,decline,patient,safety,quality,solution,#hospitals",can'tsay
 Improper labeling causes decline in patient safety. Get a quality solution #Hospitals http://t.co/cLzPPC0HMd,"improper,labeling,causes,decline,patient,safety,quality,solution,#hospitals",can'tsay
 Important discussion today at #CDCGrandRounds. @MillionHeartsUS working at crossroad of #publichealth &amp; health care to control high BP.,"discussion,#cdcgrandrounds,crossroad,#publichealth,health,care,control,bp",can'tsay
 Importance of #research and #education in #healthcare. #panzi #drc conference,"importance,#research,#education,#healthcare,#panzi,#drc,conference",can'tsay
 Implementing #Nursing #Informatics -paving way for high-speed exchange of #healthcare information. #HIT http://t.co/UCqRJQhXcX,"implementing,#nursing,#informatics,paving,speed,exchange,#healthcare,information,#hit",can'tsay
" Implementing #HIPAA-grade health data storage and security, part 1: http://t.co/0Gifqu3lKS #healthIT #HITsm","implementing,#hipaa,grade,health,data,storage,security,#healthit,#hitsm",can'tsay
 Implant – The Productive Citizen (2013) [2CD Limited Edition] http://t.co/PXfaeHHw4X #ebm #industrial,"implant,–,productive,citizen,limited,edition,#ebm,#industrial",can'tsay
 Imperative Reaction – Siphon (2013) [EP] http://t.co/ki8VoCjUYQ #ebm #futurepop #industrial,"imperative,reaction,–,siphon,ep,#ebm,#futurepop,#industrial",can'tsay
 ImmunoCellular Therapeutics to Present at Marcum MicroCap Conference on May 30th http://t.co/kYdU0d2YII #biotech,"immunocellular,therapeutics,marcum,microcap,conference,#biotech",can'tsay
 ImmunoCellular Therapeutics to Present at Marcum MicroCap Conference on May 30th http://t.co/0AHRuNuizE #biotech,"immunocellular,therapeutics,marcum,microcap,conference,#biotech",can'tsay
" Imediate Need for a CNA \ HHA in Milford PA - BAYADA Home Health Care: ( #Milford , PA) http://t.co/EEunoQO9Bt #Healthcare #Job place <tweepy.models.Place object at 0x01EF35F0> coordinates {u'type': u'Point', u'coordinates': [-74.8023882, 41.322316]}","imediate,cna,hha,milford,pa,bayada,home,health,care,#milford,pa,#healthcare,#job,type",can'tsay
" Ima run one of these soon. #kaiser and I'm taking all my  mfs with me. #hospital #healthcare… http://t.co/GLaEDdqGwQ place <tweepy.models.Place object at 0x01E337B0> coordinates {u'type': u'Point', u'coordinates': [-117.43228197, 34.07223094]}","ima,run,soon,#kaiser,taking,mfs,#hospital,#healthcare…,type",can'tsay
 I'm too old for this #prom #HHS http://t.co/vVcuVl9X0Y,"#prom,#hhs",can'tsay
 I'm Sooooo hungry ALL the time!  #breastfeeding,"sooooo,hungry,time,#breastfeeding",can'tsay
" Im so unhealthy! How can i be outran by a granny n im still hyperventilating?! Ok im joking it wasnt that serious, but still #getfit","im,unhealthy,outran,granny,im,hyperventilating,ok,im,joking,wasnt,serious,#getfit",can'tsay
 I'm so sick :( #doctor #tomorrow #fucking #throat,"sick,#doctor,#tomorrow,#fucking,#throat",can'tsay
 I'm setting a new goal for myself!  #getfit #workitgirl http://t.co/rblDziogrU,"setting,goal,#getfit,#workitgirl",can'tsay
 I'm scared. ?? #Dentist,"scared,#dentist",can'tsay
 I'm running the @cardiffhalf for @scope with other members of the @HughJamesLegal #clinicalnegligence team #supportcharity,"running,#clinicalnegligence,team,#supportcharity",can'tsay
" I'm one of the 1,000 signed up for @scanadu tricorder crowdsourced research for FDA approval.  Device avail 3/14.  #mhealth #healthit","signed,tricorder,crowdsourced,research,fda,approval,device,avail,#mhealth,#healthit",can'tsay
 Im bout this life. #week7 #day1 #triceps #getfit! http://t.co/hRwPw7hS4v,"im,bout,life,#week7,#day1,#triceps,#getfit",can'tsay
 I'm back to blogging with my wonderful #fitbit! http://t.co/QDzcHA9Clc,"blogging,wonderful,#fitbit",can'tsay
 I'm at Harlow @mothercareuk baby &amp; me event tonight 1830 - come &amp; ask me  q's on #breastfeeding #natalhypnotherapy &amp; about #birth &amp; #baby !,"harlow,baby,event,tonight,#breastfeeding,#natalhypnotherapy,#birth,#baby",can'tsay
 I'm all over it woman! RT “@King5TracyT: @mckennamarilyn i hold you responsible for busting me when I'm bad! #eatright #getfit”,"woman,hold,responsible,busting,bad,#eatright,#getfit",can'tsay
 I'm #hiring a consultant with #kronos and #greatplains experience for one of our #healthcare clients! shenke@medixteam.com or 913-909-1411 …,"#hiring,consultant,#kronos,#greatplains,experience,#healthcare,clients,shenke,com,…",can'tsay
 ilovemidwifery #midwife #motherandchild #healthy #KIA #hospital #BPM #proffesion http://t.co/5xf04CWNol,"ilovemidwifery,#midwife,#motherandchild,#healthy,#kia,#hospital,#bpm,#proffesion",can'tsay
" Illumina Inc. Presents at UBS Global Healthcare Conference, May-20-2013 11:30 AM http://t.co/oResGEyPqz #genome #genomics","illumina,inc,ubs,global,healthcare,conference,#genome,#genomics",can'tsay
 Ignore all the shit on my floor so we can focus on what's important here! #getfit http://t.co/NbHiPeXyY1,"ignore,shit,floor,focus,#getfit",can'tsay
 If you're at the Homecare Homebase Users Conference visit us at booth 16 to talk about #MDM #EMM for the #healthcare industry @HCHB_Connect,"homecare,homebase,users,conference,visit,booth,talk,#mdm,#emm,#healthcare,industry,connect",can'tsay
 If you're at @PrimaryCare13 today please come and say hello to us and find out about #givingvoiceuk at the @RCSLT stand!,"please,hello,#givingvoiceuk,stand",can'tsay
" If your child has malocclusion, or a bad bite, it's time for him/her to have #dental #braces. http://t.co/HgnU52ArcC","child,malocclusion,bad,bite,time,#dental,#braces",can'tsay
" If you’re living #Glutenfree, and missing a brew, drop by the Specialty Dept! We carry beers such as @OmissionBeer http://t.co/xpbEqDlzNt","’re,living,#glutenfree,missing,brew,drop,specialty,dept,carry,beers",can'tsay
" If you work in #emergency services, our #InterFleet solution could be just what you are looking for. Learn more: http://t.co/ehtv56LfNM #EMS","#emergency,services,#interfleet,solution,looking,learn,#ems",can'tsay
 If you want something you gotta set your mind to a goal and achieve it. #getfit #toneup,"gotta,set,mind,goal,achieve,#getfit,#toneup",can'tsay
" If you plant plastic flowers in your yard, Fucking Stop.. Jesus a pk of seeds are like 35 cents.. #Geriatrics #Schizophrenics #TrailerTrash","plant,plastic,flowers,yard,fucking,stop,jesus,pk,seeds,cents,#geriatrics,#schizophrenics,#trailertrash",can'tsay
" If you missed health care exchange panel at the conference, our panelists provided documents for download #hcr #vt http://t.co/TNbT6zQmCW","missed,health,care,exchange,panel,conference,panelists,provided,documents,download,#hcr,#vt",can'tsay
" If you know me , today is a big day . So cross your fingers or something for me . #Doctors #Faith place <tweepy.models.Place object at 0x01F3FFB0> coordinates {u'type': u'Point', u'coordinates': [-114.9621495, 36.0286438]}","day,cross,fingers,#doctors,#faith,type",can'tsay
" If You Didn’t Care About #HIPAA Before, You May Need to Now http://t.co/4FlEOTvrQT #mSecurity","didn’,care,#hipaa,#msecurity",can'tsay
" If you are seeking #natural or #holistic #healthcare, better dust off your passport cause its hard to find in #America anymore.","seeking,#natural,#holistic,#healthcare,dust,passport,cause,hard,#america,anymore",can'tsay
" If you are going to code, do so in the hospital! Long-term outcomes better than expected http://t.co/7FhW4Nv8hE #AAFP","code,hospital,term,outcomes,expected,#aafp",can'tsay
 If this is your goal let me help you! Message me for details. #itworks #getyoursexyback #getfit #detox… http://t.co/8iaDHEp2bB,"goal,help,message,details,#itworks,#getyoursexyback,#getfit,#detox…",can'tsay
" If son wasn't graduating on this day, I would have tried to attend this BioNJ 2013 Dx&amp;PM Innovation Summit http://t.co/2G65mTiSms #biotech","son,graduating,day,tried,attend,bionj,dx,pm,innovation,summit,#biotech",can'tsay
 If only this was real! #dental #joke http://t.co/3mCPnYhHjy,"real,#dental,#joke",can'tsay
" If I look like this after 10 hours, maybe it's a good thing that I mostly work 12 hrs shifts nowadays. ;-) #EMS http://t.co/Bfj8eNG5MN","look,hours,maybe,hrs,shifts,nowadays,#ems",can'tsay
 If #dentists/#dental team members haven't seen this Amy Cuddy #video~watch. About 20 min long~may change everything! http://t.co/4CBlM0KbDx place <tweepy.models.Place object at 0x01EF3310>,"#dentists,#dental,team,seen,amy,cuddy,#video,watch,min,change",can'tsay
 I'd be rockin those breast cancer gloves all day! #ems #emt #breastcancerawareness emtmedicphotos http://t.co/ysR5HjgBEQ,"rockin,breast,cancer,gloves,day,#ems,#emt,#breastcancerawareness,emtmedicphotos",can'tsay
 ICYMI: Processed Meats Declared Too Dangerous for Human Consumption http://t.co/WriH0Jg5R1 via @Dreamhealer #p2 #food #FDA,"icymi,processed,meats,declared,dangerous,human,consumption,via,#p2,#food,#fda",can'tsay
 ibml Announces SoftTrac Synergetics Advanced Capture Solution http://t.co/v79hpk3HBa #healthIT,"ibml,announces,softtrac,synergetics,advanced,capture,solution,#healthit",can'tsay
 IBM Speeds SmartCloud Data Analysis with BLU Acceleration http://t.co/l8OSVTV1zm #cms #ecm,"ibm,speeds,smartcloud,data,analysis,blu,acceleration,#cms,#ecm",can'tsay
 I’m starting a #fitbit babysitting program. Send me your fitbit and I will wear it for you for a nominal fee.,"’,starting,#fitbit,babysitting,program,send,fitbit,wear,nominal,fee",can'tsay
" I wonder how people would react if I said, \ You know","wonder,people,react",can'tsay
 I wonder how many hours of a persons life is spent fossing and brushing ? #dental #health,"wonder,hours,persons,life,spent,fossing,brushing,#dental,#health",can'tsay
 I wish a happy day for al my friends that are studying #Medicine and to all the #Doctors in their day :),"wish,happy,day,al,friends,studying,#medicine,#doctors,day",can'tsay
 I will hit target soon! Gig night 21st June @ http://t.co/UcsFaXjfqI Please donate whatever you can. #kickcancer @TheChristie @EliseForLife,"hit,target,soon,gig,night,june,please,donate,whatever,#kickcancer",can'tsay
 I went from wearing nothing on my wrist to two things now. Haha. #fitbit #flex ;) http://t.co/LywdJUoyLq,"wearing,wrist,haha,#fitbit,#flex",can'tsay
" I went for a superwalk yesterday, and my #FitBit seems a bit condescending today as a result :P","superwalk,yesterday,#fitbit,bit,condescending,result",can'tsay
 I wasn't feeling 2 well so I got a prescription #KingKush #Doctor'sOrders http://t.co/74Y75iyxxx,"feeling,prescription,#kingkush,#doctor,sorders",can'tsay
 I was a bad girl tonight and got #glutenfree pizza and wings for din and a bottle of @Winemakersboots Twisted. #didntfeellikecooking,"bad,girl,tonight,#glutenfree,pizza,wings,din,bottle,twisted,#didntfeellikecooking",can'tsay
" I traveled 50 kilometers with my Fitbit, and just earned a badge for it! http://t.co/J0JRIiXeF3 #Fitstats #fitbit","traveled,kilometers,fitbit,earned,badge,#fitstats,#fitbit",can'tsay
" I traveled 5,000 miles with my #Fitbit, I wish I had gone somewhere interesting http://t.co/qWSQfzBCru #Fitstats","traveled,miles,#fitbit,wish,gone,#fitstats",can'tsay
 I think my fortune is trying to tell me something... #glutenfree #putthecookiedown #almostcheated http://t.co/8L8xXGStnd,"fortune,trying,tell,#glutenfree,#putthecookiedown,#almostcheated",can'tsay
 I think I was feeling it #lol #nitrous #laughinggas #dentist not laughing anymore because i'm in #pain :( http://t.co/NSr3BTo2KF,"feeling,#lol,#nitrous,#laughinggas,#dentist,laughing,anymore,#pain",can'tsay
 I stand with #PlannedParenthood #NOLA b/c #NOLANeedsPP &amp; #HealthCare @PPGulfCoast  http://t.co/jAbgALdLuB http://t.co/lFvJW0Gn75,"stand,#plannedparenthood,#nola,#nolaneedspp,#healthcare",can'tsay
 I signed up for Epigenetic Control of Gene Expression from @unimelb on @Coursera! https://t.co/zWXaeavnSk #epigenetics,"signed,epigenetic,control,gene,expression,https,zwxaeavnsk,#epigenetics",can'tsay
 I signed up for Epigenetic Control of Gene Expression from @unimelb on @Coursera! https://t.co/UsT7TInYrR #epigenetics,"signed,epigenetic,control,gene,expression,https,ust7tinyrr,#epigenetics",can'tsay
 I signed up for Epigenetic Control of Gene Expression from @unimelb on @Coursera! https://t.co/Po5U3DCZIa #epigenetics,"signed,epigenetic,control,gene,expression,https,po5u3dczia,#epigenetics",can'tsay
" I signed up for Epigenetic Control of Gene Expression from @unimelb on @Coursera! https://t.co/ITfR6nhhL6 #epigenetics, cool! #Rika Keck","signed,epigenetic,control,gene,expression,https,itfr6nhhl6,#epigenetics,cool,#rika,keck",can'tsay
 I signed up for Epigenetic Control of Gene Expression from @unimelb on @Coursera! https://t.co/2VyeoOtr1V #epigenetics,"signed,epigenetic,control,gene,expression,https,#epigenetics",can'tsay
" I should say that I need you here. But I'm gonna party tonight, cause honestly, I just don't care. #honestly #hcr #hotchellerae","gonna,party,tonight,cause,honestly,care,#honestly,#hcr,#hotchellerae",can'tsay
 I should organize a China Wine flash mob outside the subordinate court whenever there's a #CHC trial.,"organize,china,wine,flash,mob,outside,subordinate,court,whenever,#chc,trial",can'tsay
" I see what u did RT @SHOWtibzLOVE: \King Kong ain't got shit on me\""... Sundays be like Training Day... School is in #ALS""","king,kong,ai,shit,sundays,training,day,school,#als",can'tsay
 I see a lot of great qualities...#ambition #priorities #set #educated #future #dentist,"lot,qualities,#ambition,#priorities,#set,#educated,#future,#dentist",can'tsay
 I see #Doctors have dragged Dave Glover out of storage.,"#doctors,dragged,dave,glover,storage",can'tsay
 I said watch and i spotted the not! ?????? ?????#watch #not #iv #hospital #hand #spotthenot #watcher http://t.co/k5BknxnQZV,"watch,spotted,#watch,#,#iv,#hospital,#hand,#spotthenot,#watcher",can'tsay
 I really want to listen to @ddlovato #DEMI album but it at home #hospital #problems #musicislife,"listen,#demi,album,home,#hospital,#,#musicislife",can'tsay
 I really hate waiting this long at a doctors office -_- #problems #doctor #bored,"hate,waiting,doctors,office,#,#doctor,#bored",can'tsay
" I reached a lifetime climb of 20,000 floors and earned the Shooting Star badge today with #Fitbit http://t.co/LFVhmXZbhw #Fitstats","reached,lifetime,climb,floors,earned,shooting,star,badge,#fitbit,#fitstats",can'tsay
" I probably miss more school than I actually attend, but it's my last week and I know what I'm doing!! #dental","probably,miss,school,actually,attend,week,#dental",can'tsay
 I never know where I should look while I'm at the dentist. #dentist #ceiling #assistant #wall,"look,dentist,#dentist,#ceiling,#assistant,#wall",can'tsay
 I need to wake up. Acupuncture at 8:30. Gotta drive. LOL #IVF,"wake,acupuncture,gotta,drive,lol,#ivf",can'tsay
 I need to up the ante #getfit,"ante,#getfit",can'tsay
 I need to look at twitter more often. Apparently my #fitbit has been talking!,"look,twitter,apparently,#fitbit,talking",can'tsay
 I need some new fitness apps on my phone.. #getfit,"fitness,apps,phone,#getfit",can'tsay
 I need a massage so badly #SoreAsHell #pricetopay #getfit,"massage,badly,#soreashell,#pricetopay,#getfit",can'tsay
 I love you Wai Lana!!! She's so soothing at 5am when you can't sleep. #wailana #glutenfree #amazing http://t.co/jbgVX0NpJn,"love,wai,lana,soothing,sleep,#wailana,#glutenfree,#amazing",can'tsay
 I love not being afraid of the #dentist anymore! #bigboy #fearconquered,"love,afraid,#dentist,anymore,#bigboy,#fearconquered",can'tsay
 I look like a terrible impersonation of Lana del Rey right now #dentist,"look,terrible,impersonation,lana,del,rey,#dentist",can'tsay
 I like that I have more than half of my steps in for the day before 7AM. Maybe I should change my daily step goal. #fitbit,"half,steps,day,maybe,change,daily,step,goal,#fitbit",can'tsay
 I Know Breast Is Best But I Don’t Feel Like #Breastfeeding The Second Time Around http://t.co/0nEhkrrIs1 #nursing,"breast,don’,feel,#breastfeeding,time,#nursing",can'tsay
 I know a gynecologist with a gambling problem that loves playing ovaries and underies #humor #doctors #gambling #genius,"gynecologist,gambling,loves,playing,ovaries,underies,#humor,#doctors,#gambling,#genius",can'tsay
 I just wanna work out. #getfit,"wanna,#getfit",can'tsay
 I just did a 40-minute workout before 9am. #whoami #getfit,"minute,workout,#whoami,#getfit",can'tsay
 I honestly cannot stand the fact I have to take medicine for the rest of my life #hearttransplant #itsheartrelated #DonateLife #donateorgans,"honestly,stand,medicine,rest,life,#hearttransplant,#itsheartrelated,#donatelife,#donateorgans",can'tsay
 I have put a sample OSCE (epidural consent) on my blog at http://t.co/gD67bZs4rE #frca #FOAMed #GasFOAM #anaesthesia,"sample,osce,epidural,consent,blog,#frca,#foamed,#gasfoam,#anaesthesia",can'tsay
" I hate when men stare at me awkwardly like they recognize me from somewhere, but they can't place me. I'm like, \Dad!\"" #botox #bleach #boobs""","hate,stare,awkwardly,recognize,dad,#botox,#bleach,#boobs",can'tsay
 I hate the doctors ???????? #doctors #hospital #needles #blah,"hate,doctors,#doctors,#hospital,#needles,#blah",can'tsay
" I got woken to tube an obese, bull-necked MVA pt with facial fractures who had sats of 5%. Grade 3 tube. #lovebougies #GrooteSchuur","woken,tube,obese,bull,necked,mva,pt,facial,fractures,sats,grade,tube,#lovebougies,#grooteschuur",can'tsay
 I got to look in my first ears today!! My excitement is literally embarreasing #audiology #thisstuffisamazing,"look,ears,excitement,literally,embarreasing,#audiology,#thisstuffisamazing",can'tsay
 I got 99 problems but a blown vein ain't one #IVking #ems,"blown,vein,ai,#ivking,#ems",can'tsay
" I fractured a molar and my #dentist said it was due to #mastication. Offended, I huffed, \There's no way it's from THAT. I'm #Catholic!\""""","fractured,molar,#dentist,due,#mastication,offended,huffed,#catholic",can'tsay
 I feel the burn. #workoutsarehard #furia #whathaveidone #getfit,"feel,burn,#workoutsarehard,#furia,#whathaveidone,#getfit",can'tsay
 I feel like my workouts are already giving me a better butt ;). #success #getfit,"feel,workouts,giving,butt,#success,#getfit",can'tsay
 I feel like all my free time has been spent down on the plaza.. #grandpa #hospital,"feel,free,time,spent,plaza,#grandpa,#hospital",can'tsay
 I entered to win a VAST app bundle from @TheiMums and @SpeakinMotion #BHSM #SLP #ApraxiaAwareness http://t.co/VgsWIW9YY9,"entered,win,vast,app,bundle,#bhsm,#slp,#apraxiaawareness",can'tsay
 I entered to win  from TheiMums and SpeechEZApraxia PRO #BHSM #SLP #ApraxiaAwareness http://t.co/7rMpbVnXte,"entered,win,theimums,speechezapraxia,pro,#bhsm,#slp,#apraxiaawareness",can'tsay
 I entered to win  from TheiMums and SpeechEZApraxia PRO #BHSM #SLP #ApraxiaAwareness http://t.co/2rxGEm81YL,"entered,win,theimums,speechezapraxia,pro,#bhsm,#slp,#apraxiaawareness",can'tsay
 I entered to win  from @TheiMums and @SpeechEZApraxia PRO #BHSM #SLP #ApraxiaAwareness http://t.co/VO5DnaOk5y,"entered,win,pro,#bhsm,#slp,#apraxiaawareness",can'tsay
 I entered to win  from @TheiMums and @SpeechEZApraxia PRO #BHSM #SLP #ApraxiaAwareness http://t.co/oOXD3VP6Pc,"entered,win,pro,#bhsm,#slp,#apraxiaawareness",can'tsay
 I entered to win  from @TheiMums and @SpeechEZApraxia PRO #BHSM #SLP #ApraxiaAwareness http://t.co/oflEKsd5pU,"entered,win,pro,#bhsm,#slp,#apraxiaawareness",can'tsay
 I entered to win  from @TheiMums and @SpeechEZApraxia PRO #BHSM #SLP #ApraxiaAwareness http://t.co/fRYu07GuL6,"entered,win,pro,#bhsm,#slp,#apraxiaawareness",can'tsay
 I entered to win  from @TheiMums and @SpeechEZApraxia PRO #BHSM #SLP #ApraxiaAwareness http://t.co/5DjpnPNYVO,"entered,win,pro,#bhsm,#slp,#apraxiaawareness",can'tsay
" I don't really love #doctors. I just need them time to time, and this doesn't mean they can loot me. #Indiandoctors=robbers. My words!","love,#doctors,time,time,mean,loot,#indiandoctors,robbers,words",can'tsay
 I don't really cry at the #Doctor's speech anymore. It's more of I get chills from it. #TheRingsOfAkhaten,"cry,#doctor,speech,anymore,chills,#theringsofakhaten",can'tsay
 I don't like going to this place. #doctor,#doctor,can'tsay
 I don't have to wake up till 8 tomorrow #doctors,"wake,till,tomorrow,#doctors",can'tsay
 I declare this an active rest day! Instead of an inactive one... #latfit #pedometerwars #fitbit http://t.co/ZL1rHJVLMp,"declare,active,rest,day,instead,inactive,#latfit,#pedometerwars,#fitbit",can'tsay
 I can't wait to see what I found out. I just sent in my @23andme sample. #genetics #healthtech #dna,"wait,found,sent,sample,#genetics,#healthtech,#dna",can'tsay
 I can't wait to get paid Saturday that way I can make green smoothies for days for @BadgerCamic and I!! #GETFIT ????????????????,"wait,paid,saturday,green,smoothies,days,#getfit",can'tsay
 I came in with two and I am leaving with two http://t.co/zgTYaVom7y #Blog #Twins #Hospital #Love #Life,"leaving,#blog,#twins,#hospital,#love,#life",can'tsay
" I breed bullies and I'm not about to have them thinking I've gone soft, so I repeat... \king kong ain't got shit on me\""... I'll be at #ALS""","breed,bullies,thinking,gone,soft,repeat,king,kong,ai,shit,#als",can'tsay
 I am well aware that I may look weird stretching the legs on the train but a man's gotta do what a man's gotta do! #GetFit #goonthen,"aware,look,weird,stretching,legs,train,gotta,gotta,#getfit,#goonthen",can'tsay
 I ain't even got no time for no time off. #hospital,"ai,time,time,#hospital",can'tsay
 I #hate going to the #Dentist,"#hate,#dentist",can'tsay
 Hyper or irritable baby? Consider decreasing or eliminating #caffeine while #breastfeeding,"hyper,irritable,baby,consider,decreasing,eliminating,#caffeine,#breastfeeding",can'tsay
 HVO is heading to #ASCO13 in Chicago next week. Meet us at Booth 6031 to get all your volunteering questions answered! @ASCO #globalhealth,"hvo,heading,#asco13,chicago,week,meet,booth,volunteering,questions,answered,#globalhealth",can'tsay
 Huge thanks to Dr Nicola Grove from @OpenStoryTeller who came to visit us at the @RCSLT stand! #GivingVoiceUK,"huge,thanks,dr,nicola,grove,visit,stand,#givingvoiceuk",can'tsay
 Huge Drug Cost Disparities Seen In Health Overhaul: What does this mean for Hemophilia patients? #hemophilianews #aca #healthcare...,"huge,drug,cost,disparities,seen,health,overhaul,mean,hemophilia,patients,#hemophilianews,#aca,#healthcare",can'tsay
 https://t.co/li21NSYQc8 @TheKingsFund Pls RT to help raise awareness of Speech&amp;Language Therapy services for children/adults #GivingVoiceUK,"https,li21nsyqc8,pls,help,raise,awareness,speech,language,therapy,services,children,adults,#givingvoiceuk",can'tsay
 https://t.co/li21NSYQc8 @Jeremy_Hunt Speech &amp; Language Therapists support children/adults with communication diffs-Pls share? #GivingVoiceUK,"https,li21nsyqc8,hunt,speech,language,therapists,support,children,adults,communication,diffs,pls,share,#givingvoiceuk",can'tsay
 http://t.co/Z5EaReK6D7 #Heartburn; painful burning sensation in the #Esophagus #Throat #Digestive #Juices #Stomach #Reflux #Disease,"#heartburn,painful,burning,sensation,#esophagus,#throat,#digestive,#juices,#stomach,#reflux,#disease",can'tsay
