ApplNo	ProductNo	Form	Dosage	ProductMktStatus	TECode	ReferenceDrug	drugname	activeingred
070680	001	Injectable; Injection	1MG/ML	3		0	NALOXONE HCL	NALOXONE HYDROCHLORIDE
070683	001	TABLET; ORAL	15MG	3		0	OXAZEPAM	OXAZEPAM
070684	001	TABLET; ORAL-21	0.035MG;0.5MG	3		0	NORETHINDRONE AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; NORETHINDRONE
070685	001	TABLET; ORAL-21	0.035MG;1MG	1	AB	0	NORETHINDRONE AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; NORETHINDRONE
070686	001	TABLET; ORAL-28	0.035MG;0.5MG	1	AB	0	NORETHINDRONE AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; NORETHINDRONE
070687	001	TABLET; ORAL-28	0.035MG;1MG	1	AB	0	NORETHINDRONE AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; NORETHINDRONE
070688	001	TABLET; ORAL	25MG;250MG	3		0	METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
070689	001	TABLET; ORAL	50MG;500MG	3		0	METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
070690	001	SOLUTION; ORAL	40MG/5ML	1		1	PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL HYDROCHLORIDE
070691	001	INJECTABLE; INJECTION	50MG/ML	3		0	METHYLDOPATE HYDROCHLORIDE	METHYLDOPATE HYDROCHLORIDE
070692	001	Injectable; Injection	10MG/ML	3		0	NALBUPHINE	NALBUPHINE HYDROCHLORIDE
070693	001	Injectable; Injection	20MG/ML	3		0	NALBUPHINE	NALBUPHINE HYDROCHLORIDE
070694	001	Injectable; Injection	250MG/ML	3		0	AMINOCAPROIC ACID	AMINOCAPROIC ACID
070695	001	INJECTABLE; INJECTION	2.5MG/ML	3		0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070696	001	INJECTABLE; INJECTION	2.5MG/ML	3		0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070697	001	INJECTABLE; INJECTION	2.5MG/ML	3		0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070698	001	INJECTABLE; INJECTION	50MG/ML	3		0	METHYLDOPATE HYDROCHLORIDE	METHYLDOPATE HYDROCHLORIDE
070699	001	INJECTABLE; INJECTION	50MG/ML	3		0	METHYLDOPATE HYDROCHLORIDE	METHYLDOPATE HYDROCHLORIDE
070700	001	Injectable; Injection	10MG/ML	3		0	RITODRINE HCL	RITODRINE HYDROCHLORIDE
070701	001	Injectable; Injection	15MG/ML	3		0	RITODRINE HCL	RITODRINE HYDROCHLORIDE
070702	001	TABLET; ORAL	0.2MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070703	001	TABLET; ORAL	250MG	3		0	METHYLDOPA	METHYLDOPA
070704	001	TABLET; ORAL	25MG;40MG	3		0	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
070705	001	TABLET; ORAL	25MG;80MG	3		0	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
070706	001	TABLET; ORAL	5MG	3		0	DIAZEPAM	DIAZEPAM
070707	001	TABLET; ORAL	10MG	3		0	DIAZEPAM	DIAZEPAM
070709	001	TABLET; ORAL	600MG	3		0	IBUPROFEN	IBUPROFEN
070710	001	CONCENTRATE; ORAL	EQ 2MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
070713	001	INJECTABLE; INJECTION	EQ 5MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
070714	001	INJECTABLE; INJECTION	EQ 5MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
070719	001	CAPSULE; ORAL	25MG	1	AB	0	INDOMETHACIN	INDOMETHACIN
070720	001	TABLET; ORAL	0.5MG	3		0	HALOPERIDOL	HALOPERIDOL
070721	001	TABLET; ORAL	1MG	3		0	HALOPERIDOL	HALOPERIDOL
070722	001	TABLET; ORAL	2MG	3		0	HALOPERIDOL	HALOPERIDOL
070723	001	TABLET; ORAL	5MG	3		0	HALOPERIDOL	HALOPERIDOL
070724	001	TABLET; ORAL	10MG	3		0	HALOPERIDOL	HALOPERIDOL
070725	001	TABLET; ORAL	20MG	3		0	HALOPERIDOL	HALOPERIDOL
070726	001	CONCENTRATE; ORAL	EQ 2MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
070727	001	TABLET; ORAL	0.5MG	3		0	LORAZEPAM	LORAZEPAM
070728	001	TABLET; ORAL	1MG	3		0	LORAZEPAM	LORAZEPAM
070729	001	TABLET; ORAL	2MG	3		0	LORAZEPAM	LORAZEPAM
070730	001	PASTE; DENTAL	0.1%	1	AT	1	TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE ACETONIDE
070731	001	TABLET; ORAL	500MG	3		0	SATRIC	METRONIDAZOLE
070732	001	TABLET; ORAL	650MG;100MG	3		0	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
070733	001	TABLET; ORAL	200MG	3		0	IBUPROFEN	IBUPROFEN
070734	001	TABLET; ORAL	300MG	3		0	IBUPROFEN	IBUPROFEN
070735	001	TABLET; ORAL	400MG	3		0	IBUPROFEN	IBUPROFEN
070736	001	TABLET; ORAL	600MG	3		0	IBUPROFEN	IBUPROFEN
070737	001	INJECTABLE; INJECTION	2.5MG/ML	1	AP	0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070738	001	INJECTABLE; INJECTION	2.5MG/ML	1	AP	0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070739	001	INJECTABLE; INJECTION	2.5MG/ML	3		0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070740	001	INJECTABLE; INJECTION	2.5MG/ML	3		0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070744	001	INJECTABLE; INJECTION	EQ 5MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
070745	001	TABLET; ORAL	800MG	3		0	IBU	IBUPROFEN
070746	001	TABLET; ORAL	5MG	3		0	OXYBUTYNIN CHLORIDE	OXYBUTYNIN CHLORIDE
070747	001	TABLET; ORAL	0.1MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070749	001	TABLET; ORAL	125MG	3		0	METHYLDOPA	METHYLDOPA
070750	001	TABLET; ORAL	250MG	3		0	METHYLDOPA	METHYLDOPA
070751	001	INJECTABLE; INJECTION	10MG/ML	3		0	NALBUPHINE	NALBUPHINE HYDROCHLORIDE
070752	001	INJECTABLE; INJECTION	20MG/ML	3		0	NALBUPHINE	NALBUPHINE HYDROCHLORIDE
070753	001	TABLET; ORAL	250MG	3		0	ACETOHEXAMIDE	ACETOHEXAMIDE
070754	001	TABLET; ORAL	500MG	3		0	ACETOHEXAMIDE	ACETOHEXAMIDE
070755	001	SYRUP; ORAL	EQ 300MG CARBONATE/5ML	1	AA	0	LITHIUM CITRATE	LITHIUM CITRATE
070756	001	CAPSULE; ORAL	50MG	1	AB	0	INDOMETHACIN	INDOMETHACIN
070757	001	TABLET; ORAL	80MG	3		0	PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL HYDROCHLORIDE
070758	001	TABLET; ORAL-21	0.05MG;1MG	3		0	NORETHINDRONE AND MESTRANOL	MESTRANOL; NORETHINDRONE
070759	001	TABLET; ORAL-28	0.05MG;1MG	3		0	NORETHINDRONE AND MESTRANOL	MESTRANOL; NORETHINDRONE
070762	001	Injectable; Injection	25MG/ML	3		0	FLUPHENAZINE	FLUPHENAZINE DECANOATE
070763	001	TABLET; ORAL	250MG	3		0	TOLAZAMIDE	TOLAZAMIDE
070764	001	TABLET; ORAL	500MG	3		0	TOLAZAMIDE	TOLAZAMIDE
070765	001	TABLET; ORAL	EQ 12.5MG BASE;5MG	3		0	CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE
070766	001	TABLET; ORAL	EQ 25MG BASE;10MG	3		0	CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE
070767	001	SUSPENSION; ORAL	100MG/5ML	3		0	NIZORAL	KETOCONAZOLE
070770	001	TABLET, EXTENDED RELEASE; ORAL	6MG;120MG	3		0	DISOBROM	DEXBROMPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE
070771	001	TABLET; ORAL	650MG;100MG	3		0	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
070772	001	TABLET; ORAL	250MG	1	AB	0	METRONIDAZOLE	METRONIDAZOLE
070773	001	TABLET; ORAL	500MG	1	AB	0	METRONIDAZOLE	METRONIDAZOLE
070775	001	TABLET; ORAL	650MG;100MG	3		0	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
070776	001	TABLET; ORAL	10MG	3		0	DIAZEPAM	DIAZEPAM
070777	001	Injectable; Injection	1MG/ML	3		0	VINCRISTINE SULFATE	VINCRISTINE SULFATE
070778	001	Injectable; Injection	1MG/ML	3		0	VINCRISTINE SULFATE	VINCRISTINE SULFATE
070781	001	TABLET; ORAL	2MG	3		0	DIAZEPAM	DIAZEPAM
070782	001	CAPSULE; ORAL	25MG	3		0	INDOMETHACIN	INDOMETHACIN
070783	001	TABLET; ORAL	150MG;250MG	3		0	METHYLDOPA AND CHLOROTHIAZIDE	CHLOROTHIAZIDE; METHYLDOPA
070784	001	CAPSULE; ORAL	25MG	3		0	INDOMETHACIN	INDOMETHACIN
070785	001	CAPSULE; ORAL	50MG	3		0	INDOMETHACIN	INDOMETHACIN
070787	001	TABLET; ORAL	2MG	3		0	DIAZEPAM	DIAZEPAM
070788	001	TABLET; ORAL	5MG	3		0	DIAZEPAM	DIAZEPAM
070790	001	CAPSULE; ORAL	EQ 25MG BASE	1	AB	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070791	001	CAPSULE; ORAL	EQ 50MG BASE	1	AB	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070791	002	CAPSULE; ORAL	EQ 10MG BASE	1	AB	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070791	003	CAPSULE; ORAL	EQ 25MG BASE	1	AB	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070791	004	CAPSULE; ORAL	EQ 75MG BASE	1	AB	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070791	005	CAPSULE; ORAL	EQ 100MG BASE	1	AB	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070792	001	CAPSULE; ORAL	EQ 75MG BASE	1	AB	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070793	001	CAPSULE; ORAL	EQ 100MG BASE	1	AB	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070795	001	TABLET; ORAL	EQ 5MG ANHYDROUS;50MG	3		0	AMILORIDE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
070797	001	CAPSULE, EXTENDED RELEASE; ORAL	12MG	3		0	CHLORPHENIRAMINE MALEATE	CHLORPHENIRAMINE MALEATE
070799	001	INJECTABLE; INJECTION	40MG/ML	1	AP	1	DOPAMINE HYDROCHLORIDE	DOPAMINE HYDROCHLORIDE
070800	001	INJECTABLE; INJECTION	EQ 5MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
070801	001	INJECTABLE; INJECTION	EQ 5MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
070802	001	INJECTABLE; INJECTION	EQ 5MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
070803	001	LIQUID; INHALATION	99.9%	3		0	ENFLURANE	ENFLURANE
070804	001	SOLUTION; INHALATION	0.6%	1	AN	1	METAPROTERENOL SULFATE	METAPROTERENOL SULFATE
070805	001	SOLUTION; INHALATION	5%	3		0	METAPROTERENOL SULFATE	METAPROTERENOL SULFATE
070813	001	CAPSULE; ORAL	25MG	3		0	INDOMETHACIN	INDOMETHACIN
070814	001	TABLET; ORAL	10MG	3		0	PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL HYDROCHLORIDE
070815	001	TABLET; ORAL	20MG	3		0	PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL HYDROCHLORIDE
070816	001	TABLET; ORAL	40MG	3		0	PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL HYDROCHLORIDE
070817	001	TABLET; ORAL	60MG	3		0	PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL HYDROCHLORIDE
070818	001	TABLET; ORAL	400MG	3		0	IBUPROFEN	IBUPROFEN
070819	001	SOLUTION; ORAL	EQ 5MG BASE/5ML	3		0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE
070820	001	INJECTABLE; INJECTION	80MG/ML	1	AP	1	DOPAMINE HYDROCHLORIDE	DOPAMINE HYDROCHLORIDE
070821	001	Injectable; Injection	100MG/VIAL	3		0	DACARBAZINE	DACARBAZINE
070822	001	Injectable; Injection	200MG/VIAL	3		0	DACARBAZINE	DACARBAZINE
070825	001	CAPSULE; ORAL	EQ 75MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070826	001	INJECTABLE; INJECTION	160MG/ML	1	AP	1	DOPAMINE HYDROCHLORIDE	DOPAMINE HYDROCHLORIDE
070827	001	CAPSULE; ORAL	EQ 25MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070828	001	CAPSULE; ORAL	EQ 50MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070829	001	TABLET; ORAL	15MG;250MG	3		0	METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
070830	001	TABLET; ORAL	25MG;250MG	3		0	METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
070841	001	INJECTABLE; INJECTION	50MG/ML	3		0	METHYLDOPATE HYDROCHLORIDE	METHYLDOPATE HYDROCHLORIDE
070847	001	INJECTABLE; INJECTION	EQ 5MG BASE/ML	3		0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE
070848	001	TABLET; ORAL	1GM	1	AB	0	SUCRALFATE	SUCRALFATE
070849	001	INJECTABLE; INJECTION	50MG/ML	3		0	METHYLDOPATE HYDROCHLORIDE	METHYLDOPATE HYDROCHLORIDE
070850	001	TABLET; ORAL	EQ 10MG BASE	3		0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE
070851	001	TABLET; ORAL	25MG;40MG	3		0	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
070852	001	TABLET; ORAL	25MG;80MG	3		0	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
070853	001	TABLET; ORAL	15MG;250MG	3		0	METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
070854	001	TABLET; ORAL	30MG;500MG	3		0	METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
070855	001	TABLET; ORAL	80MG	1	AB	0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070856	001	TABLET; ORAL	120MG	1	AB	0	VERAPAMIL HYDROCHLORIDE	VERAPAMIL HYDROCHLORIDE
070857	001	TABLET; ORAL	50MG	1	AB	0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
070858	001	TABLET; ORAL	100MG	1	AB	0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
070863	001	INJECTABLE; INJECTION	5MG/ML	3		0	NITROSTAT	NITROGLYCERIN
070864	001	INJECTABLE; INJECTION	EQ 5MG BASE/ML	3		0	HALOPERIDOL	HALOPERIDOL LACTATE
070867	001	INJECTABLE; INJECTION	5MG/VIAL	3		0	VINCREX	VINCRISTINE SULFATE
070868	001	SYRUP; ORAL	250MG/5ML	1	AA	0	VALPROIC ACID	VALPROIC ACID
070869	001	TABLET; ORAL	250MG	3		0	ACETOHEXAMIDE	ACETOHEXAMIDE
070870	001	TABLET; ORAL	500MG	3		0	ACETOHEXAMIDE	ACETOHEXAMIDE
070871	001	INJECTABLE; INJECTION	10MG/ML	3		0	NITROSTAT	NITROGLYCERIN
070872	001	INJECTABLE; INJECTION	10MG/ML	3		0	NITROSTAT	NITROGLYCERIN
070873	001	INJECTABLE; INJECTION	1MG/ML	3		0	VINCRISTINE SULFATE	VINCRISTINE SULFATE
070881	001	TABLET; ORAL	0.1MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070882	001	TABLET; ORAL	0.2MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070883	001	TABLET; ORAL	0.3MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070885	001	CREAM; TOPICAL	EQ 0.05% BASE	1	AB	0	BETAMETHASONE DIPROPIONATE	BETAMETHASONE DIPROPIONATE
070886	001	TABLET; ORAL	0.2MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070887	001	TABLET; ORAL	0.1MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070888	001	INJECTABLE; INJECTION	250MG/ML	3		0	AMINOCAPROIC ACID	AMINOCAPROIC ACID
070889	001	TABLET; ORAL	400MG;80MG	3		0	SULFAMETHOXAZOLE AND TRIMETHOPRIM	SULFAMETHOXAZOLE; TRIMETHOPRIM
070890	001	TABLET; ORAL	800MG;160MG	3		0	SULFAMETHOXAZOLE AND TRIMETHOPRIM	SULFAMETHOXAZOLE; TRIMETHOPRIM
070891	001	INJECTABLE; INJECTION	50MG/ML	3		0	BRETYLIUM TOSYLATE	BRETYLIUM TOSYLATE
070892	001	INJECTABLE; INJECTION	EQ 10MG BASE/2ML	3		0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE
070894	001	TABLET; ORAL	2MG	3		0	DIAZEPAM	DIAZEPAM
070895	001	TABLET; ORAL	5MG	3		0	DIAZEPAM	DIAZEPAM
070896	001	TABLET; ORAL	10MG	3		0	DIAZEPAM	DIAZEPAM
070899	001	CAPSULE; ORAL	25MG	3		0	INDOMETHACIN	INDOMETHACIN
070900	001	CAPSULE; ORAL	50MG	3		0	INDOMETHACIN	INDOMETHACIN
070903	001	TABLET; ORAL	2MG	3		0	DIAZEPAM	DIAZEPAM
070904	001	TABLET; ORAL	5MG	3		0	DIAZEPAM	DIAZEPAM
070905	001	TABLET; ORAL	10MG	3		0	DIAZEPAM	DIAZEPAM
070906	001	TABLET; ORAL	EQ 10MG BASE	3		0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE
070908	001	TABLET; ORAL	200MG	3		0	IBUPROFEN	IBUPROFEN
070910	001	TABLET; ORAL	650MG;100MG	3		0	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
070911	001	INJECTABLE; INJECTION	5MG/ML	3		0	DIAZEPAM	DIAZEPAM
070912	001	INJECTABLE; INJECTION	5MG/ML	3		0	DIAZEPAM	DIAZEPAM
070914	001	INJECTABLE; INJECTION	10MG/ML	1	AP	1	NALBUPHINE HYDROCHLORIDE	NALBUPHINE HYDROCHLORIDE
070915	001	INJECTABLE; INJECTION	10MG/ML	1	AP	1	NALBUPHINE HYDROCHLORIDE	NALBUPHINE HYDROCHLORIDE
070916	001	INJECTABLE; INJECTION	20MG/ML	1	AP	1	NALBUPHINE HYDROCHLORIDE	NALBUPHINE HYDROCHLORIDE
070917	001	INJECTABLE; INJECTION	20MG/ML	3		0	NALBUPHINE HYDROCHLORIDE	NALBUPHINE HYDROCHLORIDE
070918	001	INJECTABLE; INJECTION	20MG/ML	1	AP	1	NALBUPHINE HYDROCHLORIDE	NALBUPHINE HYDROCHLORIDE
070920	001	CAPSULE; ORAL	30MG	1	AB	0	TEMAZEPAM	TEMAZEPAM
070920	002	CAPSULE; ORAL	7.5MG	1	AB	0	TEMAZEPAM	TEMAZEPAM
070920	003	CAPSULE; ORAL	22.5MG	1	AB	0	TEMAZEPAM	TEMAZEPAM
070920	004	CAPSULE; ORAL	15MG	1	AB	0	TEMAZEPAM	TEMAZEPAM
070921	001	TABLET; ORAL	100MG	3		0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE
070923	001	TABLET; ORAL	0.3MG	1	AB	0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070924	001	TABLET; ORAL	0.2MG	1	AB	0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070925	001	TABLET; ORAL	0.1MG	1	AB	0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070926	001	TABLET; ORAL	EQ 10MG BASE	3		0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE
070928	001	SOLUTION; ORAL	5MG/5ML	1		1	DIAZEPAM	DIAZEPAM
070929	001	TABLET; ORAL	EQ 10MG BASE	1	AB	0	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE
070929	002	TABLET; ORAL	EQ 20MG BASE	1	AB	0	TAMOXIFEN CITRATE	TAMOXIFEN CITRATE
070930	001	INJECTABLE; INJECTION	5MG/ML	3		0	DIAZEPAM	DIAZEPAM
070931	001	CAPSULE; ORAL	EQ 50MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070932	001	CAPSULE; ORAL	EQ 75MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070935	001	TABLET; ORAL	10MG;2MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
070936	001	TABLET; ORAL	25MG;2MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
070937	001	TABLET; ORAL	10MG;4MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
070938	001	TABLET; ORAL	25MG;4MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
070939	001	TABLET; ORAL	50MG;4MG	3		0	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
070940	001	CAPSULE; ORAL	EQ 100MG BASE	3		0	DISOPYRAMIDE PHOSPHATE	DISOPYRAMIDE PHOSPHATE
070941	001	CAPSULE; ORAL	EQ 150MG BASE	3		0	DISOPYRAMIDE PHOSPHATE	DISOPYRAMIDE PHOSPHATE
070942	001	TABLET; ORAL	50MG	3		0	TRIALODINE	TRAZODONE HYDROCHLORIDE
070943	001	CAPSULE; ORAL	10MG	1	AB	0	OXAZEPAM	OXAZEPAM
070944	001	CAPSULE; ORAL	15MG	1	AB	0	OXAZEPAM	OXAZEPAM
070945	001	CAPSULE; ORAL	30MG	1	AB	1	OXAZEPAM	OXAZEPAM
070946	001	TABLET; ORAL	25MG;40MG	1	AB	0	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
070947	001	TABLET; ORAL	25MG;80MG	1	AB	1	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
070949	001	SOLUTION; ORAL	EQ 5MG BASE/5ML	3		0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE
070950	001	TABLET; ORAL	100MG	3		0	ALLOPURINOL	ALLOPURINOL
070951	001	TABLET; ORAL	300MG	3		0	ALLOPURINOL	ALLOPURINOL
070952	001	CAPSULE; ORAL	EQ 10MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070953	001	CAPSULE; ORAL	EQ 25MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070954	001	CAPSULE; ORAL	EQ 50MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070955	001	CAPSULE; ORAL	EQ 100MG BASE	3		0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE
070956	001	TABLET; ORAL	10MG	3		0	DIAZEPAM	DIAZEPAM
070958	001	TABLET; ORAL	15MG;250MG	3		0	METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
070959	001	TABLET; ORAL	25MG;250MG	3		0	METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
070960	001	TABLET; ORAL	50MG;500MG	3		0	METHYLDOPA AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; METHYLDOPA
070962	001	INJECTABLE; INJECTION	100MG/VIAL	3		0	DACARBAZINE	DACARBAZINE
070963	001	TABLET; ORAL	0.3MG	1	AB	0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070964	001	TABLET; ORAL	0.2MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070965	001	TABLET; ORAL	0.1MG	3		0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
070966	001	INJECTABLE; INJECTION	0.25%;0.0091MG/ML	1	AP	0	SENSORCAINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE
070967	001	INJECTABLE; INJECTION	0.25%;0.0091MG/ML	1	AP	0	SENSORCAINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE
070968	001	INJECTABLE; INJECTION	0.5%;0.0091MG/ML	1	AP	0	SENSORCAINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE
070969	001	CONCENTRATE; ORAL	EQ 5MG BASE/ML	3		0	THIOTHIXENE HYDROCHLORIDE	THIOTHIXENE HYDROCHLORIDE
