ApplNo	ApplType	SponsorApplicant	MostRecentLabelAvailableFlag	CurrentPatentFlag	ActionType	Chemical_Type	Ther_Potential	Orphan_Code
075926	A    	SANDOZ                                            	False	False	AP			
075927	A    	AMNEAL PHARMS NY                                  	False	False	AP			
075928	A    	APOTEX INC                                        	False	False	AP			
075929	A    	VINTAGE PHARMS                                    	False	False	AP			
075932	A    	SANDOZ                                            	False	False	AP			
075934	A    	MYLAN PHARMS INC                                  	False	False	AP			
075935	A    	MYLAN                                             	False	False	AP			
075936	A    	FRESENIUS KABI USA                                	False	False	AP			
075938	A    	VINTAGE PHARMS                                    	False	False	AP			
075939	A    	SANDOZ                                            	False	False	AP			
075940	A    	HOSPIRA                                           	False	False	AP			
075941	A    	BIO NUCLEONICS                                    	False	False	AP			
075942	A    	APOTEX INC                                        	False	False	AP			
075943	A    	SANDOZ                                            	False	False	AP			
075944	A    	RANBAXY                                           	False	False	AP			
075945	A    	MYLAN PHARMS INC                                  	False	False	AP			
075947	A    	ACTAVIS TOTOWA                                    	False	False	AP			
075948	A    	APOTEX INC                                        	False	False	AP			
075950	A    	MYLAN                                             	False	False	AP			
075951	A    	BARR                                              	False	False	AP			
075953	A    	TARO                                              	False	False	AP			
075955	A    	HOSPIRA                                           	False	False	AP			
075957	A    	TEVA PARENTERAL                                   	False	False	AP			
075958	A    	HI TECH PHARMA                                    	False	False	AP			
075959	A    	TEVA PARENTERAL                                   	False	False	AP			
075960	A    	ACTAVIS ELIZABETH                                 	False	False	AP			
075961	A    	WATSON LABS FLORIDA                               	False	False	AP			
075962	A    	WATSON LABS                                       	False	False	AP			
075963	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
075964	A    	CARACO                                            	False	False	AP			
075965	A    	SANDOZ                                            	False	False	AP			
075967	A    	CARACO                                            	False	False	AP			
075968	A    	SANDOZ                                            	False	False	AP			
075969	A    	MYLAN PHARMS INC                                  	False	False	AP			
075971	A    	BARR                                              	False	False	AP			
075972	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
075973	A    	MYLAN                                             	False	False	AP			
075974	A    	ASTA                                              	False	False	AP			
075975	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
075976	A    	MYLAN                                             	False	False	AP			
075977	A    	TEVA                                              	False	False	AP			
075978	A    	TEVA                                              	False	False	AP			
075979	A    	WATSON LABS                                       	False	False	AP			
075980	A    	MYLAN PHARMS INC                                  	False	False	AP			
075981	A    	APOTEX                                            	False	False	AP			
075982	A    	PLIVA                                             	False	False	AP			
075983	A    	MALLINCKRODT                                      	False	False	AP			
075984	A    	APOTEX                                            	False	False	AP			
075985	A    	SANDOZ                                            	False	False	AP			
075986	A    	MYLAN                                             	False	False	AP			
075987	A    	APOTEX INC                                        	False	False	AP			
075988	A    	PADDOCK LLC                                       	False	False	AP			
075989	A    	IMPAX LABS                                        	False	False	AP			
075990	A    	WATSON LABS FLORIDA                               	False	False	AP			
075991	A    	CARLSBAD                                          	False	False	AP			
075992	A    	HIKMA MAPLE                                       	False	False	AP			
075993	A    	VINTAGE PHARMS                                    	False	False	AP			
075994	A    	SANDOZ                                            	False	False	AP			
075995	A    	PERRIGO                                           	False	False	AP			
075997	A    	ROXANE                                            	False	False	AP			
075998	A    	MUTUAL PHARM                                      	False	False	AP			
075999	A    	SANDOZ                                            	False	False	AP			
076000	A    	TEVA PHARMS                                       	False	False	AP			
076001	A    	PLIVA                                             	False	False	AP			
076002	A    	ACTAVIS MID ATLANTIC                              	False	False	AP			
076003	A    	AMNEAL PHARMS                                     	False	False	AP			
076004	A    	APOTEX INC                                        	False	False	AP			
076005	A    	TARO                                              	False	False	AP			
076006	A    	DR REDDYS LABS INC                                	False	False	AP			
076007	A    	RANBAXY                                           	False	False	AP			
076008	A    	MYLAN                                             	False	False	AP			
076009	A    	PAR PHARM                                         	False	False	AP			
076011	A    	IMPAX LABS                                        	False	False	AP			
076012	A    	INTL MEDICATED                                    	False	False	AP			
076013	A    	INTL MEDICATED                                    	False	False	AP			
076015	A    	PHARM ASSOC                                       	False	False	AP			
076017	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076018	A    	BEDFORD                                           	False	False	AP			
076019	A    	HOSPIRA                                           	False	False	AP			
076020	A    	INTL MEDICATION                                   	False	False	AP			
076021	A    	RANBAXY LABS LTD                                  	False	False	AP			
076022	A    	CARLSBAD                                          	False	False	AP			
076023	A    	TEVA                                              	False	False	AP			
076024	A    	SANDOZ                                            	False	False	AP			
076025	A    	BAUSCH AND LOMB                                   	False	False	AP			
076027	A    	ROXANE                                            	False	False	AP			
076028	A    	TEVA PHARMS USA                                   	False	False	AP			
076029	A    	PERRIGO                                           	False	False	AP			
076030	A    	SANDOZ                                            	False	False	AP			
076032	A    	ABLE                                              	False	False	AP			
076033	A    	ALVOGEN                                           	False	False	AP			
076035	A    	TEVA PARENTERAL                                   	False	False	AP			
076036	A    	MYLAN                                             	False	False	AP			
076037	A    	TEVA                                              	False	False	AP			
076038	A    	MUTUAL PHARMA                                     	False	False	AP			
076041	A    	RANBAXY                                           	False	False	AP			
076042	A    	MYLAN PHARMS INC                                  	False	False	AP			
076043	A    	TARO                                              	False	False	AP			
076044	A    	NESHER PHARMS                                     	False	False	AP			
076045	A    	RANBAXY                                           	False	False	AP			
076047	A    	CONTRACT PHARMA                                   	False	False	AP			
076048	A    	APOTEX                                            	False	False	AP			
076049	A    	WATSON LABS FLORIDA                               	False	False	AP			
076050	A    	IMPAX LABS                                        	False	False	AP			
076051	A    	APOTEX INC                                        	False	False	AP			
076052	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076056	A    	TEVA                                              	False	False	AP			
076057	A    	BARR                                              	False	False	AP			
076058	A    	RANBAXY                                           	False	False	AP			
076059	A    	WATSON LABS                                       	False	False	AP			
076061	A    	PAR PHARM                                         	False	False	AP			
076062	A    	WORLD GEN                                         	False	False	AP			
076063	A    	WEST WARD                                         	False	False	AP			
076064	A    	BARR                                              	False	False	AP			
076065	A    	FOUGERA PHARMS                                    	False	False	AP			
076067	A    	PERRIGO NEW YORK                                  	False	False	AP			
076068	A    	BEDFORD                                           	False	False	AP			
076070	A    	VALEANT INTL                                      	False	False	AP			
076071	A    	MYLAN                                             	False	False	AP			
076072	A    	SANDOZ                                            	False	False	AP			
076073	A    	WATSON LABS                                       	False	False	AP			
076075	A    	FOUGERA PHARMS                                    	False	False	AP			
076077	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076078	A    	FRESENIUS KABI USA                                	False	False	AP			
076081	A    	BARR                                              	False	False	AP			
076086	A    	SANDOZ                                            	False	False	AP			
076087	A    	BEDFORD                                           	False	False	AP			
076088	A    	BEN VENUE                                         	False	False	AP			
076089	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076090	A    	PERRIGO NEW YORK                                  	False	False	AP			
076092	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
076093	A    	LARKEN LABS                                       	False	False	AP			
076094	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076095	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076096	A    	FOUGERA PHARMS                                    	False	False	AP			
076097	A    	APOTEX INC                                        	False	False	AP			
076099	A    	BEDFORD                                           	False	False	AP			
076100	A    	MUTUAL PHARM                                      	False	False	AP			
076101	A    	SANDOZ                                            	False	False	AP			
076102	A    	APOTEX INC                                        	False	False	AP			
076103	A    	BAUSCH AND LOMB                                   	False	False	AP			
076104	A    	SANDOZ                                            	False	False	AP			
076105	A    	BARR                                              	False	False	AP			
076108	A    	HOSPIRA                                           	False	False	AP			
076109	A    	APOTEX INC                                        	False	False	AP			
076110	A    	TEVA                                              	False	False	AP			
076112	A    	DR REDDYS LABS INC                                	False	False	AP			
076113	A    	MYLAN                                             	False	False	AP			
076114	A    	ABLE                                              	False	False	AP			
076116	A    	SANDOZ INC                                        	False	False	AP			
076117	A    	DR REDDYS LABS INC                                	False	False	AP			
076118	A    	PRINSTON INC                                      	False	False	AP			
076119	A    	TEVA                                              	False	False	AP			
076120	A    	SANDOZ                                            	False	False	AP			
076121	A    	ABLE                                              	False	False	AP			
076122	A    	MYLAN                                             	False	False	AP			
076123	A    	PHARM ASSOC                                       	False	False	AP			
076124	A    	ACTAVIS MID ATLANTIC                              	False	False	AP			
076125	A    	MUTUAL PHARM                                      	False	False	AP			
076126	A    	CARLSBAD                                          	False	False	AP			
076128	A    	BAUSCH AND LOMB                                   	False	False	AP			
076129	A    	MYLAN                                             	False	False	AP			
076130	A    	DAVA PHARMS INC                                   	False	False	AP			
076131	A    	HOSPIRA                                           	False	False	AP			
076132	A    	IMPAX LABS                                        	False	False	AP			
076133	A    	DR REDDYS LABS LTD                                	False	False	AP			
076134	A    	RANBAXY                                           	False	False	AP			
076135	A    	TEVA PHARMS USA                                   	False	False	AP			
076136	A    	TEVA                                              	False	False	AP			
076137	A    	BARR                                              	False	False	AP			
076138	A    	NOSTRUM LABS                                      	False	False	AP			
076139	A    	TEVA                                              	False	False	AP			
076140	A    	APOTEX INC                                        	False	False	AP			
076141	A    	HI TECH PHARMA                                    	False	False	AP			
076143	A    	APOTEX INC                                        	False	False	AP			
076144	A    	INTL MEDICATED                                    	False	False	AP			
076145	A    	FRESENIUS KABI USA                                	False	False	AP			
076150	A    	INTL MEDICATION SYS                               	False	False	AP			
076151	A    	APOTEX                                            	False	False	AP			
076152	A    	MYLAN                                             	False	False	AP			
076153	A    	TEVA PHARMS USA                                   	False	False	AP			
076154	A    	MYLAN                                             	False	False	AP			
076155	A    	APOTEX INC                                        	False	False	AP			
076156	A    	APOTEX INC                                        	False	False	AP			
076157	A    	AVEVA                                             	False	False	AP			
076159	A	ANDRX PHARMS	False	False	TA			
076161	A    	DAVA PHARMS INC                                   	False	False	AP			
076162	A    	WATSON LABS                                       	False	False	AP			
076163	A    	TEVA PHARMS USA                                   	False	False	AP			
076164	A    	PRINSTON INC                                      	False	False	AP			
076165	A    	CR DOUBLE CRANE                                   	False	False	AP			
076166	A    	MYLAN TECHNOLOGIES                                	False	False	AP			
076168	A	TEVA	False	False	TA			
076169	A    	BARR                                              	False	False	AP			
076170	A    	BARR                                              	False	False	AP			
076171	A    	FOUGERA PHARMS                                    	False	False	AP			
076172	A    	WATSON LABS FLORIDA                               	False	False	AP			
076173	A    	IMPAX LABS                                        	False	False	AP			
076174	A    	TARO                                              	False	False	AP			
076175	A    	SANDOZ                                            	False	False	AP			
076176	A    	MYLAN PHARMS INC                                  	False	False	AP			
076177	A    	BARR                                              	False	False	AP			
076178	A    	SANDOZ                                            	False	False	AP			
076179	A    	WATSON LABS FLORIDA                               	False	False	AP			
076180	A    	PRINSTON INC                                      	False	False	AP			
076182	A    	TEVA                                              	False	False	AP			
076183	A    	DR REDDYS LABS LTD                                	False	False	AP			
076184	A    	TEVA PHARMS                                       	False	False	AP			
076185	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
076186	A    	USL PHARMA                                        	False	False	AP			
076187	A    	MYLAN                                             	False	False	AP			
076188	A    	SANDOZ                                            	False	False	AP			
076189	A    	SANDOZ                                            	False	False	AP			
076191	A    	BARR                                              	False	False	AP			
076192	A    	SANDOZ                                            	False	False	AP			
076193	A    	NESHER PHARMS                                     	False	False	AP			
076194	A    	WATSON LABS                                       	False	False	AP			
076195	A    	PERRIGO                                           	False	False	AP			
076196	A    	ROXANE                                            	False	False	AP			
076198	A    	BARR                                              	False	False	AP			
076200	A    	OHM LABS                                          	False	False	AP			
076201	A    	DEXCEL LTD                                        	False	False	AP			
076202	A    	GAVIS PHARMS                                      	False	False	AP			
076203	A    	THREE RIVERS PHARMS                               	False	False	AP			
076204	A    	TEVA                                              	False	False	AP			
076206	A    	ROCKWELL MEDCL                                    	False	False	AP			
076207	A    	FRESENIUS KABI USA                                	False	False	AP			
076208	A    	WATSON LABS INC FL                                	False	False	AP			
076209	A    	AMPHASTAR PHARM                                   	False	False	AP			
076211	A    	TEVA                                              	False	False	AP			
076212	A    	APOTEX                                            	False	False	AP			
076213	A    	ROXANE                                            	False	False	AP			
076214	A    	APOTEX                                            	False	False	AP			
076215	A    	FOUGERA PHARMS                                    	False	False	AP			
076216	A    	TARO                                              	False	False	AP			
076217	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
076218	A	PAR PHARM	False	False	TA			
076219	A    	SANDOZ                                            	False	False	AP			
076220	A    	RANBAXY LABS LTD                                  	False	False	AP			
076221	A    	BARR LABS INC                                     	False	False	AP			
076222	A    	BEDFORD                                           	False	False	AP			
076223	A    	SANDOZ                                            	False	False	AP			
076224	A    	MYLAN                                             	False	False	AP			
076225	A    	BARR                                              	False	False	AP			
076226	A    	PAR PHARM                                         	False	False	AP			
076228	A    	TEVA                                              	False	False	AP			
076229	A    	TARO PHARM INDS                                   	False	False	AP			
076230	A    	PRINSTON INC                                      	False	False	AP			
076231	A    	ALCON PHARMS LTD                                  	False	False	AP			
076232	A    	AKORN                                             	False	False	AP			
076233	A    	HOSPIRA                                           	False	False	AP			
076234	A    	IMPAX PHARMS                                      	False	False	AP			
076235	A    	FRESENIUS KABI USA                                	False	False	AP			
076236	A    	BARR                                              	False	False	AP			
076237	A    	BARR                                              	False	False	AP			
076238	A    	BARR                                              	False	False	AP			
076239	A    	EI INC                                            	False	False	AP			
076240	A    	APOTEX INC                                        	False	False	AP			
076241	A    	ACTAVIS TOTOWA                                    	False	False	AP			
076242	A    	ROXANE                                            	False	False	AP			
076243	A    	WEST WARD                                         	False	False	AP			
076244	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076246	A    	ROXANE                                            	False	False	AP			
076249	A    	IMPAX LABS                                        	False	False	AP			
076250	A    	BARR                                              	False	False	AP			
076251	A    	BARR                                              	False	False	AP			
076252	A    	TEVA                                              	False	False	AP			
076254	A    	ALCON PHARMS LTD                                  	False	False	AP			
076255	A    	DR REDDYS LABS LTD                                	False	False	AP			
076256	A    	BEDFORD LABS                                      	False	False	AP			
076257	A    	COREPHARMA                                        	False	False	AP			
076258	A    	MYLAN TECHNOLOGIES                                	False	False	AP			
076259	A    	BAXTER HLTHCARE                                   	False	False	AP			
076260	A    	BAUSCH AND LOMB                                   	False	False	AP			
076262	A    	SANDOZ                                            	False	False	AP			
076263	A    	FOUGERA PHARMS                                    	False	False	AP			
076264	A    	MALLINCKRODT                                      	False	False	AP			
076265	A    	WEST WARD                                         	False	False	AP			
076266	A    	BEDFORD                                           	False	False	AP			
076267	A    	WATSON LABS FLORIDA                               	False	False	AP			
076268	A    	STEVENS J                                         	False	False	AP			
076269	A    	TEVA                                              	False	False	AP			
076270	A    	ROXANE                                            	False	False	AP			
076271	A    	SANDOZ                                            	False	False	AP			
076273	A    	DR REDDYS LABS INC                                	False	False	AP			
076274	A    	APOTEX INC                                        	False	False	AP			
076276	A    	MYLAN                                             	False	False	AP			
076277	A    	TEVA                                              	False	False	AP			
076278	A    	ROXANE                                            	False	False	AP			
076280	A    	SANDOZ INC                                        	False	False	AP			
076281	A    	PROSAM LABS                                       	False	False	AP			
076282	A    	MYLAN PHARMS INC                                  	False	False	AP			
076283	A    	ACTAVIS ELIZABETH                                 	False	False	AP			
076284	A    	TEVA                                              	False	False	AP			
076285	A    	RANBAXY                                           	False	False	AP			
076286	A    	DR REDDYS LABS INC                                	False	False	AP			
076287	A    	TEVA                                              	False	False	AP			
076288	A    	MYLAN                                             	False	False	AP			
076290	A    	HI TECH PHARMA                                    	False	False	AP			
076291	A    	WATSON LABS                                       	False	False	AP			
076294	A    	FOUGERA PHARMS                                    	False	False	AP			
076295	A    	BEDFORD                                           	False	False	AP			
076296	A    	FRESENIUS KABI USA                                	False	False	AP			
076298	A    	IMPAX PHARMS                                      	False	False	AP			
076299	A    	BEDFORD LABS                                      	False	False	AP			
076300	A    	FOUGERA PHARMS                                    	False	False	AP			
076301	A    	PERRIGO                                           	False	False	AP			
076302	A    	SANDOZ                                            	False	False	AP			
076303	A    	HOSPIRA                                           	False	False	AP			
076304	A    	HOSPIRA                                           	False	False	AP			
076306	A    	ROXANE                                            	False	False	AP			
076307	A    	WATSON LABS                                       	False	False	AP			
076308	A    	ACTAVIS ELIZABETH                                 	False	False	AP			
076309	A    	DR REDDYS LABS INC                                	False	False	AP			
076310	A    	PAR PHARM                                         	False	False	AP			
076311	A    	ACCORD HLTHCARE                                   	False	False	AP			
076312	A    	WATSON LABS                                       	False	False	AP			
076313	A    	BEDFORD                                           	False	False	AP			
076314	A    	MYLAN                                             	False	False	AP			
076315	A    	BARR                                              	False	False	AP			
076316	A    	HAEMONETICS                                       	False	False	AP			
076317	A    	TEVA                                              	False	False	AP			
076318	A	IMPAX LABS	False	False	TA			
076320	A    	TOLMAR                                            	False	False	AP			
076321	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076322	A    	APOTEX INC                                        	False	False	AP			
076323	A    	BEDFORD LABS                                      	False	False	AP			
076324	A    	APOTEX INC                                        	False	False	AP			
076327	A    	RANBAXY                                           	False	False	AP			
076328	A    	TEVA                                              	False	False	AP			
076329	A    	FOUGERA PHARMS                                    	False	False	AP			
076330	A    	BEDFORD                                           	False	False	AP			
076332	A    	RANBAXY                                           	False	False	AP			
076333	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076334	A    	VINTAGE PHARMS LLC                                	False	False	AP			
076335	A    	VINTAGE PHARMS LLC                                	False	False	AP			
076336	A    	WATSON LABS FLORIDA                               	False	False	AP			
076337	A    	VINTAGE PHARMS LLC                                	False	False	AP			
076338	A    	VINTAGE PHARMS LLC                                	False	False	AP			
076340	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076341	A    	APOTEX                                            	False	False	AP			
076342	A    	WATSON LABS FLORIDA                               	False	False	AP			
076343	A    	CIPLA LTD                                         	False	False	AP			
076344	A    	RANBAXY                                           	False	False	AP			
076345	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076346	A    	PLIVA PHARM IND                                   	False	False	AP			
076347	A    	COREPHARMA                                        	False	False	AP			
076348	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076349	A    	TEVA PHARMS USA                                   	False	False	AP			
076350	A    	RECIP                                             	False	False	AP			
076351	A    	MYLAN                                             	False	False	AP			
076352	A    	SILARX                                            	False	False	AP			
076353	A    	MALLINCKRODT                                      	False	False	AP			
076354	A    	MYLAN                                             	False	False	AP			
076355	A    	NEPHRON                                           	False	False	AP			
076356	A    	TEVA PHARMS USA                                   	False	False	AP			
076357	A    	PERRIGO                                           	False	False	AP			
076359	A    	PERRIGO                                           	False	False	AP			
076361	A    	TEVA                                              	False	False	AP			
076362	A    	TARO                                              	False	False	AP			
076363	A    	CARACO                                            	False	False	AP			
076364	A    	TARO PHARM INDS                                   	False	False	AP			
076366	A    	BARR                                              	False	False	AP			
076367	A    	TARO PHARM INDS                                   	False	False	AP			
076368	A    	EURAND                                            	False	False	AP			
076369	A    	PERRIGO NEW YORK                                  	False	False	AP			
076370	A    	WATSON LABS INC                                   	False	False	AP			
076371	A    	BARR                                              	False	False	AP			
076372	A    	TEVA PARENTERAL                                   	False	False	AP			
076373	A    	TEVA                                              	False	False	AP			
076374	A    	GAVIS PHARMS                                      	False	False	AP			
076375	A    	ACTAVIS TOTOWA                                    	False	False	AP			
076377	A    	TEVA                                              	False	False	AP			
076378	A    	BARR                                              	False	False	AP			
076379	A    	PADDOCK LLC                                       	False	False	AP			
076380	A    	BARR                                              	False	False	AP			
076381	A    	BARR                                              	False	False	AP			
076382	A    	ABLE                                              	False	False	AP			
076383	A    	APOTEX INC                                        	False	False	AP			
076386	A    	RANBAXY LABS LTD                                  	False	False	AP			
076387	A    	ROXANE                                            	False	False	AP			
076388	A    	TEVA                                              	False	False	AP			
076390	A    	DR REDDYS LABS INC                                	False	False	AP			
076391	A    	APOTEX INC                                        	False	False	AP			
076392	A    	BARR                                              	False	False	AP			
076393	A    	WATSON LABS                                       	False	False	AP			
076394	A    	APOTEX INC                                        	False	False	AP			
076395	A    	APOTEX INC                                        	False	False	AP			
076396	A    	APOTEX INC                                        	False	False	AP			
076397	A    	SANDOZ                                            	False	False	AP			
076398	A    	AEGIS PHARMS                                      	False	False	AP			
076400	A    	SANDOZ                                            	False	False	AP			
076401	A    	FRESENIUS KABI USA                                	False	False	AP			
076402	A    	SANDOZ                                            	False	False	AP			
076403	A    	ACELLA PHARMS LLC                                 	False	False	AP			
076404	A    	BEDFORD                                           	False	False	AP			
076405	A    	BARR                                              	False	False	AP			
076407	A    	AKORN                                             	False	False	AP			
076408	A    	FOUGERA PHARMS                                    	False	False	AP			
076409	A    	RANBAXY                                           	False	False	AP			
076410	A    	TEVA                                              	False	False	AP			
076411	A    	COREPHARMA                                        	False	False	AP			
076412	A    	MALLINCKRODT                                      	False	False	AP			
076413	A    	RANBAXY LABS LTD                                  	False	False	AP			
076414	A    	B BRAUN                                           	False	False	AP			
076416	A    	CARACO                                            	False	False	AP			
076417	A    	WATSON LABS                                       	False	False	AP			
076418	A    	MYLAN                                             	False	False	AP			
076419	A    	PERRIGO NEW YORK                                  	False	False	AP			
076420	A    	TEVA                                              	False	False	AP			
076421	A    	RANBAXY                                           	False	False	AP			
076422	A    	FOUGERA PHARMS                                    	False	False	AP			
076424	A    	PLIVA                                             	False	False	AP			
076426	A    	PLIVA                                             	False	False	AP			
076427	A    	APOTEX INC                                        	False	False	AP			
076428	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
076429	A    	XANODYNE PHARM                                    	False	False	AP			
076430	A    	MYLAN                                             	False	False	AP			
076432	A    	GEDEON RICHTER USA                                	False	False	AP			
076433	A    	TEVA                                              	False	False	AP			
076434	A    	SUNSTAR AMERICAS                                  	False	False	AP			
076435	A    	FOUGERA PHARMS                                    	False	False	AP			
076436	A    	DR REDDYS LABS INC                                	False	False	AP			
076437	A    	DR REDDYS LABS LTD                                	False	False	AP			
076438	A    	MALLINCKRODT                                      	False	False	AP			
076439	A    	AKORN                                             	False	False	AP			
076440	A    	TEVA                                              	False	False	AP			
076442	A    	DR REDDYS LABS LTD                                	False	False	AP			
076444	A    	BARR                                              	False	False	AP			
076445	A    	RANBAXY LABS LTD                                  	False	False	AP			
076446	A	IMPAX PHARMS	False	False	TA			
076447	A    	TEVA                                              	False	False	AP			
076448	A    	BARR                                              	False	False	AP			
076449	A    	IMPAX PHARMS                                      	False	False	AP			
076450	A    	ACTAVIS ELIZABETH                                 	False	False	AP			
076451	A    	FOUGERA PHARMS                                    	False	False	AP			
076453	A    	FOUGERA PHARMS                                    	False	False	AP			
076455	A    	DURAMED PHARMS BARR                               	False	False	AP			
076457	A    	RANBAXY LABS LTD                                  	False	False	AP			
076458	A    	LANNETT                                           	False	False	AP			
076459	A    	ACTAVIS TOTOWA                                    	False	False	AP			
076460	A    	AVEMA PHARMA                                      	False	False	AP			
076461	A    	BEDFORD                                           	False	False	AP			
076462	A    	ABLE                                              	False	False	AP			
076463	A    	SANDOZ                                            	False	False	AP			
076464	A    	SANDOZ                                            	False	False	AP			
076465	A    	TEVA                                              	False	False	AP			
076466	A    	SANDOZ                                            	False	False	AP			
076467	A    	WATSON LABS                                       	False	False	AP			
076468	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076469	A    	WATSON LABS                                       	False	False	AP			
076470	A    	WATSON LABS                                       	False	False	AP			
076471	A    	APOTEX INC                                        	False	False	AP			
076473	A    	HOSPIRA                                           	False	False	AP			
076474	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
076475	A    	PAR PHARM                                         	False	False	AP			
076476	A    	GENPHARM                                          	False	False	AP			
076477	A    	RANBAXY LABS LTD                                  	False	False	AP	5		
076478	A    	PERRIGO                                           	False	False	AP			
076479	A    	PERRIGO NEW YORK                                  	False	False	AP			
076481	A    	TOLMAR                                            	False	False	AP			
076482	A    	ROXANE                                            	False	False	AP			
076483	A    	SANDOZ                                            	False	False	AP			
076484	A    	FRESENIUS KABI USA                                	False	False	AP			
076485	A    	DOUGLAS PHARMS                                    	False	False	AP			
076486	A    	APOTEX INC                                        	False	False	AP			
076488	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
076489	A    	ROXANE                                            	False	False	AP			
076490	A    	WEST WARD                                         	False	False	AP			
076491	A    	MEDA PHARMS                                       	False	False	AP			
076493	A    	TARO                                              	False	False	AP			
076494	A    	WEST WARD PHARM CORP                              	False	False	AP			
076495	A    	BEDFORD LABS                                      	False	False	AP			
076496	A    	BARR                                              	False	False	AP			
076497	A    	LNK                                               	False	False	AP			
076498	A    	SUNEVA MEDCL                                      	False	False	AP			
076499	A    	TOLMAR                                            	False	False	AP			
076500	A    	HIKMA MAPLE                                       	False	False	AP			
076501	A    	HIKMA MAPLE                                       	False	False	AP			
076502	A    	DR REDDYS LABS LTD                                	False	False	AP			
076503	A    	RANBAXY                                           	False	False	AP			
076504	A    	ROXANE                                            	False	False	AP			
076505	A    	ABLE                                              	False	False	AP			
076506	A    	PAR PHARM                                         	False	False	AP			
076507	A    	TARO                                              	False	False	AP			
076508	A    	TARO                                              	False	False	AP			
076509	A    	IMPAX LABS                                        	False	False	AP			
076510	A    	PERRIGO NEW YORK                                  	False	False	AP			
076511	A    	TEVA                                              	False	False	AP			
076512	A    	FRESENIUS KABI USA                                	False	False	AP			
076513	A    	APOTEX INC                                        	False	False	AP			
076514	A    	SANDOZ                                            	False	False	AP			
076515	A    	SANDOZ                                            	False	False	AP			
076516	A    	FOUGERA PHARMS                                    	False	False	AP			
076517	A    	HOSPIRA                                           	False	False	AP			
076518	A    	PERRIGO                                           	False	False	AP			
076519	A    	ABLE                                              	False	False	AP			
076520	A    	MYLAN                                             	False	False	AP			
076521	A    	IMPAX LABS                                        	False	False	AP			
076522	A    	PAR PHARM                                         	False	False	AP			
076523	A    	ROXANE                                            	False	False	AP			
076525	A    	TARO                                              	False	False	AP			
076526	A    	TARO                                              	False	False	AP			
076527	A    	APOTEX INC                                        	False	False	AP			
076528	A    	ABLE                                              	False	False	AP			
076529	A    	RANBAXY LABS LTD                                  	False	False	AP			
076530	A    	BARR                                              	False	False	AP			
076532	A	TEVA PHARMS	False	False	TA			
076533	A    	APOTEX                                            	False	False	AP			
076534	A    	DR REDDYS LABS LTD                                	False	False	AP			
076536	A    	BARR LABS INC                                     	False	False	AP			
076537	A    	MUTUAL PHARM                                      	False	False	AP			
076538	A	MYLAN	False	False	TA			
076539	A    	FRESENIUS KABI USA                                	False	False	AP			
076540	A    	MYLAN PHARMS INC                                  	False	False	AP			
076541	A    	CARACO                                            	False	False	AP			
076543	A    	TARO                                              	False	False	AP			
076544	A    	ABLE                                              	False	False	AP			
076545	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
076546	A    	GAVIS PHARMS                                      	False	False	AP			
076549	A    	WATSON LABS                                       	False	False	AP			
076550	A    	PLIVA                                             	False	False	AP			
076552	A    	TEVA PARENTERAL                                   	False	False	AP			
076553	A    	TEVA PARENTERAL                                   	False	False	AP			
076554	A    	RANBAXY                                           	False	False	AP			
076555	A    	AKORN INC                                         	False	False	AP			
076557	A    	RANBAXY                                           	False	False	AP			
076558	A    	HIKMA                                             	False	False	AP			
076560	A    	NEXGEN PHARMA INC                                 	False	False	AP			
076561	A    	APOTEX                                            	False	False	AP			
076563	A    	NESHER PHARMS                                     	False	False	AP			
076564	A    	TEVA PHARMS USA                                   	False	False	AP			
076565	A    	TEVA                                              	False	False	AP			
076568	A    	WATSON LABS                                       	False	False	AP			
076569	A    	WATSON LABS                                       	False	False	AP			
076570	A    	MUTUAL PHARMA                                     	False	False	AP			
076571	A    	FRESENIUS KABI USA                                	False	False	AP			
076572	A    	RANBAXY                                           	False	False	AP			
076573	A    	FRESENIUS KABI USA                                	False	False	AP			
076574	A    	IGI LABS INC                                      	False	False	AP			
